epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,428.245,2.85706,4.29947,3.38469,0.29474,0.10902,0.0357,0.01252,2.42775,3.4321,2.67363,0.000359989,0.000359989,0.000359989
2,802.251,2.19656,3.03766,2.40048,0.21959,0.15781,0.11677,0.05388,2.12693,2.73717,2.25827,0.000648976,0.000648976,0.000648976
3,1170.86,1.98275,2.62877,2.13415,0.43032,0.21542,0.19561,0.09915,1.90299,2.37104,2.02823,0.000729229,0.000729229,0.000729229
4,1539.87,1.85841,2.40356,1.99686,0.36379,0.26001,0.24605,0.13306,1.81697,2.19769,1.90949,0.000639343,0.000639343,0.000639343
5,1908.15,1.77469,2.25113,1.90582,0.40574,0.29786,0.28911,0.16158,1.72869,2.05938,1.85282,0.000549458,0.000549458,0.000549458
6,2275.9,1.71645,2.12872,1.84026,0.44582,0.32152,0.32436,0.18477,1.68045,1.97317,1.80492,0.000459572,0.000459572,0.000459572
7,2644.46,1.67056,2.034,1.79094,0.47938,0.32739,0.34072,0.19868,1.64512,1.91184,1.75797,0.000369687,0.000369687,0.000369687
8,3014.1,1.63405,1.96284,1.7584,0.49016,0.36311,0.37132,0.21934,1.60125,1.82547,1.72228,0.000279801,0.000279801,0.000279801
9,3386.91,1.60104,1.89845,1.72755,0.51206,0.36497,0.38875,0.23333,1.57799,1.76127,1.69146,0.000189916,0.000189916,0.000189916
10,3756.59,1.57229,1.84307,1.69875,0.53532,0.36991,0.40025,0.24203,1.56641,1.75148,1.67999,0.00010003,0.00010003,0.00010003
