epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,416.942,2.69624,4.30338,3.36951,0.4052,0.04701,0.02868,0.0108,2.31014,3.37009,2.7245,0.000336116,0.000336116,0.000336116
2,789.666,2.08441,3.04368,2.40328,0.26344,0.15704,0.12527,0.05647,2.00124,2.65119,2.22059,0.000605919,0.000605919,0.000605919
3,1155.09,1.88294,2.64661,2.13383,0.35178,0.21214,0.19436,0.09903,1.79609,2.38441,2.02942,0.00072918,0.00072918,0.00072918
4,1512.41,1.76522,2.41932,1.99939,0.38097,0.27498,0.25591,0.13781,1.71144,2.17903,1.92162,0.00063927,0.00063927,0.00063927
5,1879.8,1.68879,2.26772,1.90862,0.41053,0.29267,0.28597,0.15896,1.65294,2.07682,1.84443,0.00054936,0.00054936,0.00054936
6,2241.09,1.63469,2.14249,1.84301,0.47077,0.31261,0.32076,0.18274,1.60261,1.9899,1.81116,0.00045945,0.00045945,0.00045945
7,2602.13,1.58892,2.0444,1.79204,0.48197,0.331,0.34401,0.19998,1.56434,1.91926,1.75895,0.000369539,0.000369539,0.000369539
8,2965.89,1.55441,1.97212,1.75233,0.51283,0.35947,0.37396,0.22053,1.52881,1.82886,1.71914,0.000279629,0.000279629,0.000279629
9,3323.61,1.52387,1.90245,1.72034,0.51749,0.36721,0.39006,0.23343,1.50717,1.77102,1.68439,0.000189719,0.000189719,0.000189719
10,3682.27,1.49727,1.84954,1.6923,0.54431,0.37226,0.40277,0.2423,1.49056,1.74918,1.67055,9.98091e-05,9.98091e-05,9.98091e-05
