epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,207.464,3.92073,8.12222,5.20533,0.0025,0.19999,0.00257,0.0007,3.67615,6.60056,4.78526,0.00389297,0.00389297,0.00389297
2,403.264,3.24642,6.76493,4.06441,0.25571,0.07425,0.04313,0.01468,2.83917,5.28899,3.47593,0.00774972,0.00774972,0.00774972
3,595.496,2.50367,5.22112,3.02759,0.25533,0.20088,0.14739,0.06907,2.33304,4.29106,2.75038,0.00990107,0.00990107,0.00990107
4,787.274,2.16644,4.3529,2.56734,0.35143,0.26048,0.24526,0.13003,2.08217,3.71956,2.45208,0.0098516,0.0098516,0.0098516
5,978.875,2.03051,3.97001,2.39541,0.44968,0.2851,0.29769,0.1648,1.99779,3.44993,2.32724,0.00980214,0.00980214,0.00980214
6,1170.83,1.95094,3.74774,2.29243,0.44602,0.3273,0.32836,0.18674,1.92783,3.30027,2.24331,0.00975267,0.00975267,0.00975267
7,1362.5,1.89099,3.58048,2.22916,0.49466,0.35408,0.37407,0.21754,1.87467,3.13203,2.19331,0.0097032,0.0097032,0.0097032
8,1555.04,1.84349,3.44412,2.17845,0.51739,0.36825,0.3952,0.23626,1.82245,3.0084,2.11787,0.00965374,0.00965374,0.00965374
9,1746.48,1.81654,3.33907,2.13501,0.55899,0.37122,0.41248,0.24669,1.80013,2.93905,2.07809,0.00960427,0.00960427,0.00960427
10,1937.62,1.78064,3.23345,2.09622,0.5653,0.40324,0.44218,0.26635,1.76299,2.80991,2.04602,0.00955481,0.00955481,0.00955481
11,2129.21,1.75334,3.15965,2.06789,0.56064,0.41761,0.45024,0.27616,1.73636,2.75073,2.01832,0.00950534,0.00950534,0.00950534
12,2320.62,1.73377,3.09899,2.04595,0.60013,0.42322,0.47282,0.29035,1.70852,2.67791,1.991,0.00945587,0.00945587,0.00945587
13,2512.13,1.72064,3.03608,2.01936,0.58998,0.42906,0.47763,0.29555,1.69121,2.63751,1.9608,0.00940641,0.00940641,0.00940641
14,2703.67,1.70011,2.99703,2.0035,0.61669,0.43865,0.48941,0.30562,1.66797,2.58253,1.94006,0.00935694,0.00935694,0.00935694
15,2895.18,1.68316,2.95596,1.98591,0.63516,0.43987,0.49876,0.31157,1.65284,2.53484,1.91933,0.00930748,0.00930748,0.00930748
16,3086.45,1.67015,2.90823,1.96914,0.63606,0.45045,0.50956,0.32046,1.63584,2.496,1.90383,0.00925801,0.00925801,0.00925801
17,3277.86,1.6609,2.86478,1.95755,0.64482,0.45785,0.515,0.32469,1.62162,2.47309,1.88844,0.00920854,0.00920854,0.00920854
18,3469.66,1.64719,2.84519,1.9394,0.65561,0.45444,0.52141,0.32993,1.60956,2.43118,1.86597,0.00915908,0.00915908,0.00915908
19,3660.68,1.6365,2.80736,1.92609,0.65474,0.47025,0.53155,0.33758,1.60367,2.40162,1.85852,0.00910961,0.00910961,0.00910961
20,3852.12,1.62615,2.77038,1.91375,0.6633,0.47657,0.53935,0.34238,1.58595,2.37417,1.84089,0.00906015,0.00906015,0.00906015
21,4043.69,1.61984,2.7414,1.90492,0.66572,0.47817,0.54128,0.34798,1.57724,2.34078,1.83044,0.00901068,0.00901068,0.00901068
22,4235.04,1.60747,2.72285,1.89652,0.66734,0.48116,0.54765,0.35283,1.56917,2.32223,1.82205,0.00896121,0.00896121,0.00896121
23,4426.34,1.60121,2.70127,1.88544,0.67525,0.48167,0.55002,0.35441,1.56295,2.30244,1.81374,0.00891175,0.00891175,0.00891175
24,4617.5,1.58994,2.67664,1.87293,0.67147,0.48808,0.55487,0.35625,1.55544,2.29478,1.80268,0.00886228,0.00886228,0.00886228
25,4808.78,1.58872,2.64312,1.86329,0.67199,0.49205,0.55711,0.35905,1.54758,2.27157,1.79488,0.00881282,0.00881282,0.00881282
26,4999.75,1.57609,2.6248,1.85543,0.68077,0.49549,0.56205,0.36375,1.53988,2.25071,1.78581,0.00876335,0.00876335,0.00876335
27,5191.15,1.57668,2.62972,1.85301,0.68663,0.49397,0.56477,0.36525,1.53352,2.23403,1.77643,0.00871388,0.00871388,0.00871388
28,5382.45,1.56711,2.59207,1.83914,0.68808,0.49653,0.56784,0.36749,1.52648,2.21956,1.76825,0.00866442,0.00866442,0.00866442
29,5573.73,1.55883,2.57258,1.83537,0.69001,0.50016,0.57068,0.3697,1.52272,2.20859,1.76385,0.00861495,0.00861495,0.00861495
30,5764.57,1.55696,2.55532,1.82428,0.69064,0.50198,0.57216,0.37191,1.51928,2.19822,1.75799,0.00856549,0.00856549,0.00856549
31,5955.73,1.55139,2.54867,1.82064,0.68954,0.50497,0.57442,0.37317,1.51437,2.18825,1.75233,0.00851602,0.00851602,0.00851602
32,6147.02,1.54431,2.52587,1.81302,0.68201,0.50855,0.57699,0.37594,1.50845,2.17889,1.74596,0.00846655,0.00846655,0.00846655
33,6338.42,1.54423,2.5187,1.80857,0.69142,0.50656,0.57931,0.37772,1.5044,2.16909,1.74092,0.00841709,0.00841709,0.00841709
34,6530.22,1.53699,2.49736,1.80088,0.69402,0.50831,0.58093,0.37961,1.50097,2.15887,1.73713,0.00836762,0.00836762,0.00836762
35,6721.23,1.53333,2.49244,1.7946,0.69674,0.51062,0.58332,0.38133,1.49811,2.15098,1.73321,0.00831816,0.00831816,0.00831816
36,6912.03,1.52821,2.47747,1.79132,0.69987,0.51239,0.5852,0.38256,1.49547,2.14316,1.72894,0.00826869,0.00826869,0.00826869
37,7103.09,1.5199,2.46705,1.78195,0.70147,0.51218,0.58631,0.38359,1.49244,2.1354,1.72517,0.00821922,0.00821922,0.00821922
38,7293.76,1.5225,2.45078,1.78156,0.70243,0.51413,0.58822,0.38468,1.4903,2.12848,1.72217,0.00816976,0.00816976,0.00816976
39,7484.94,1.51499,2.44289,1.77602,0.70291,0.51659,0.58963,0.38554,1.48733,2.12216,1.71906,0.00812029,0.00812029,0.00812029
40,7675.7,1.51264,2.43511,1.774,0.69925,0.51907,0.5909,0.38657,1.48456,2.11677,1.71599,0.00807083,0.00807083,0.00807083
41,7866.88,1.50601,2.40985,1.76277,0.70146,0.51853,0.59217,0.38752,1.48281,2.11178,1.71353,0.00802136,0.00802136,0.00802136
42,8057.71,1.50383,2.41348,1.76636,0.70621,0.51569,0.59333,0.38851,1.4807,2.10686,1.71122,0.00797189,0.00797189,0.00797189
43,8248.36,1.49995,2.4019,1.75779,0.70894,0.51636,0.59392,0.38927,1.47923,2.10254,1.70902,0.00792243,0.00792243,0.00792243
44,8439.2,1.49765,2.38876,1.75086,0.70545,0.51852,0.59516,0.39004,1.4775,2.09816,1.70659,0.00787296,0.00787296,0.00787296
45,8630.25,1.49609,2.37848,1.75218,0.70674,0.51898,0.59604,0.3907,1.47583,2.09399,1.7046,0.0078235,0.0078235,0.0078235
46,8821.11,1.49197,2.36131,1.74855,0.70837,0.52,0.59712,0.39203,1.47451,2.09043,1.70261,0.00777403,0.00777403,0.00777403
47,9011.92,1.48899,2.36292,1.74432,0.70721,0.52226,0.59794,0.39278,1.47295,2.08698,1.7009,0.00772456,0.00772456,0.00772456
