fitness,lr0,lrf,momentum,weight_decay,warmup_epochs,warmup_momentum,box,cls,dfl,hsv_h,hsv_s,hsv_v,degrees,translate,scale,shear,perspective,flipud,fliplr,bgr,mosaic,mixup,copy_paste
0.0,0.01052,0.0076,0.95293,0.00047,3.60938,0.90687,6.86538,0.5,2.0115,0.00995,0.77393,0.25492,0.0,0.09373,0.43545,0.0,0.0,0.0,0.44942,0.0,0.88879,0.0,0.0
0.0,0.01346,0.01361,0.98,0.00051,3.79616,0.87124,5.91495,0.34022,1.81328,0.02123,0.63918,0.46188,0.0,0.14487,0.35289,0.0,0.0,0.0,0.42135,0.0,0.94915,0.0,0.0
0.0,0.01207,0.01188,0.98,0.00057,3.65177,0.69561,8.82457,0.44706,1.5,0.0156,0.63353,0.35728,0.0,0.08516,0.63448,0.0,0.0,0.0,0.69293,0.0,0.96569,0.0,0.0
0.0,0.01134,0.01388,0.96308,0.00054,2.78611,0.80979,7.62062,0.3322,1.51374,0.01722,0.62747,0.46646,0.0,0.08699,0.40905,0.0,0.0,0.0,0.58693,0.0,1.0,0.0,0.0
0.0,0.01553,0.01145,0.97077,0.00049,2.22658,0.46203,7.38378,0.35061,1.67144,0.02314,0.78903,0.53916,0.0,0.09705,0.44612,0.0,0.0,0.0,0.5641,0.0,0.97685,0.0,0.0
0.0,0.00955,0.00947,0.95229,0.00049,3.00196,0.8,7.7068,0.53448,1.44698,0.01443,0.70245,0.41655,0.0,0.10294,0.47647,0.0,0.0,0.0,0.50624,0.0,1.0,0.0,0.0
0.0,0.01536,0.01522,0.91236,0.00049,3.1648,0.88127,6.18829,0.34011,1.52062,0.0181,0.44759,0.35415,0.0,0.13959,0.42066,0.0,0.0,0.0,0.34379,0.0,0.9683,0.0,0.0
0.0,0.01101,0.01078,0.90846,0.00075,3.07698,0.65308,6.61122,0.44706,1.44484,0.01206,0.66756,0.4,0.0,0.08234,0.45258,0.0,0.0,0.0,0.57858,0.0,0.63333,0.0,0.0
0.0,0.01131,0.01374,0.98,0.0005,2.93209,0.73708,6.91542,0.35061,1.54459,0.02062,0.66756,0.40361,0.0,0.0867,0.3724,0.0,0.0,0.0,0.56757,0.0,0.97296,0.0,0.0
0.0,0.01131,0.01405,0.97943,0.0005,2.67029,0.80979,7.42676,0.35061,1.64539,0.01807,0.65945,0.44032,0.0,0.08803,0.40728,0.0,0.0,0.0,0.64224,0.0,0.88782,0.0,0.0
0.0,0.01357,0.01199,0.92749,0.0005,2.77326,0.95,7.33664,0.35473,1.67144,0.01747,0.77415,0.44032,0.0,0.11089,0.42266,0.0,0.0,0.0,0.62895,0.0,1.0,0.0,0.0
0.0,0.01526,0.01722,0.89084,0.00035,3.31008,0.7585,4.83579,0.28693,1.5111,0.02127,0.48907,0.28973,0.0,0.11169,0.49922,0.0,0.0,0.0,0.34014,0.0,0.90793,0.0,0.0
0.0,0.01456,0.01527,0.98,0.00063,4.0895,0.717,8.18034,0.33689,1.7635,0.01657,0.6596,0.34947,0.0,0.13462,0.40614,0.0,0.0,0.0,0.36587,0.0,0.94915,0.0,0.0
0.0,0.01146,0.0115,0.91516,0.0005,3.16426,0.83493,6.95396,0.5,1.36528,0.01181,0.66868,0.38071,0.0,0.10561,0.43848,0.0,0.0,0.0,0.48404,0.0,1.0,0.0,0.0
0.0,0.01111,0.00999,0.97517,0.0006,2.53314,0.86623,6.37677,0.53789,1.68961,0.01511,0.66756,0.3703,0.0,0.1,0.47135,0.0,0.0,0.0,0.61457,0.0,0.76615,0.0,0.0
0.0,0.01413,0.01595,0.94096,0.00058,4.07596,0.83268,7.83477,0.34689,1.51173,0.01669,0.73529,0.42841,0.0,0.13695,0.34377,0.0,0.0,0.0,0.42135,0.0,0.93247,0.0,0.0
0.0,0.01413,0.01442,0.98,0.00057,3.96657,0.71083,8.37646,0.28958,1.71116,0.02098,0.63918,0.41924,0.0,0.13695,0.35289,0.0,0.0,0.0,0.42135,0.0,0.94915,0.0,0.0
0.0,0.01078,0.01386,0.98,0.00057,2.53872,0.95,7.34306,0.33042,1.67144,0.01985,0.73513,0.51345,0.0,0.11504,0.33347,0.0,0.0,0.0,0.62895,0.0,0.97685,0.0,0.0
0.0,0.01166,0.01936,0.95534,0.00051,4.37159,0.78581,7.35237,0.3056,2.01417,0.01809,0.56772,0.47315,0.0,0.13008,0.3105,0.0,0.0,0.0,0.46407,0.0,0.94915,0.0,0.0
0.0,0.00912,0.01283,0.9705,0.00057,3.10933,0.80979,6.80208,0.44706,1.5155,0.0144,0.66756,0.35526,0.0,0.1,0.46355,0.0,0.0,0.0,0.62895,0.0,0.91681,0.0,0.0
0.0,0.00835,0.01053,0.91727,0.00055,2.85539,0.75592,8.8412,0.54643,1.52075,0.01363,0.64553,0.41186,0.0,0.0829,0.46806,0.0,0.0,0.0,0.47907,0.0,1.0,0.0,0.0
0.0,0.01454,0.01483,0.91158,0.0005,3.31074,0.85094,6.30681,0.34022,1.5111,0.01777,0.42909,0.34733,0.0,0.15082,0.4262,0.0,0.0,0.0,0.32546,0.0,0.95201,0.0,0.0
0.0,0.01187,0.01338,0.97705,0.00059,3.651,0.86185,8.332,0.35061,1.88615,0.01371,0.66756,0.54342,0.0,0.04982,0.55531,0.0,0.0,0.0,0.62895,0.0,1.0,0.0,0.0
0.0,0.00909,0.00993,0.9272,0.00051,2.54837,0.8,6.08379,0.53624,1.5,0.01741,0.67174,0.42722,0.0,0.09989,0.50084,0.0,0.0,0.0,0.5,0.0,0.97656,0.0,0.0
0.0,0.01023,0.01022,0.93344,0.00053,3.21531,0.84718,7.54474,0.48042,1.52013,0.01511,0.70452,0.4,0.0,0.09599,0.52862,0.0,0.0,0.0,0.5,0.0,0.95985,0.0,0.0
0.0,0.01009,0.01159,0.97965,0.00059,2.90277,0.84025,6.61122,0.45076,1.53538,0.01487,0.6598,0.40814,0.0,0.1002,0.46812,0.0,0.0,0.0,0.63845,0.0,0.94915,0.0,0.0
0.0,0.01344,0.01325,0.98,0.0005,2.9654,0.80979,8.01643,0.35061,1.68509,0.01808,0.65155,0.41006,0.0,0.0929,0.41793,0.0,0.0,0.0,0.70387,0.0,0.97685,0.0,0.0
0.0,0.01143,0.01161,0.98,0.00057,3.44585,0.80735,6.64464,0.44706,1.58136,0.01119,0.66756,0.34413,0.0,0.10245,0.44497,0.0,0.0,0.0,0.62895,0.0,0.94915,0.0,0.0
0.0,0.01434,0.01475,0.97466,0.00058,3.86618,0.78581,7.89938,0.34022,1.7635,0.01815,0.63152,0.42149,0.0,0.13695,0.35469,0.0,0.0,0.0,0.41412,0.0,0.94915,0.0,0.0
0.0,0.01055,0.01125,0.98,0.00057,2.91714,0.81648,6.22905,0.53938,1.5,0.0155,0.66756,0.37238,0.0,0.11017,0.46355,0.0,0.0,0.0,0.57068,0.0,0.94337,0.0,0.0
0.0,0.01432,0.01436,0.97188,0.00057,3.82677,0.79853,7.87284,0.33381,1.77419,0.01742,0.63447,0.41924,0.0,0.12881,0.35375,0.0,0.0,0.0,0.41085,0.0,0.96446,0.0,0.0
0.0,0.01131,0.01324,0.9706,0.0005,2.89912,0.80965,7.38834,0.35025,1.67123,0.0181,0.66757,0.4398,0.0,0.08799,0.42225,0.0,0.0,0.0,0.62904,0.0,0.97685,0.0,0.0
0.0,0.01526,0.01511,0.98,0.00049,2.30471,0.67626,5.25398,0.29446,1.6311,0.0179,0.44815,0.35415,0.0,0.12704,0.42066,0.0,0.0,0.0,0.34406,0.0,1.0,0.0,0.0
0.0,0.01,0.01062,0.94815,0.00043,3.37871,0.93137,7.5,0.53222,1.54067,0.01644,0.7,0.4,0.0,0.08255,0.48745,0.0,0.0,0.0,0.50287,0.0,0.9926,0.0,0.0
0.0,0.01023,0.01516,0.9174,0.00038,2.89912,0.86407,7.02468,0.41772,1.96453,0.01501,0.68034,0.44032,0.0,0.08163,0.41677,0.0,0.0,0.0,0.70378,0.0,0.84795,0.0,0.0
0.0,0.01526,0.01391,0.93235,0.00053,3.36583,0.93387,6.23014,0.33611,1.5111,0.01666,0.4562,0.34769,0.0,0.13136,0.46279,0.0,0.0,0.0,0.34052,0.0,0.9683,0.0,0.0
0.0,0.01526,0.01429,0.91158,0.00042,3.14259,0.82463,6.71002,0.37648,1.03693,0.01784,0.44815,0.35415,0.0,0.1562,0.43359,0.0,0.0,0.0,0.34695,0.0,1.0,0.0,0.0
0.0,0.01195,0.01188,0.98,0.00041,2.81522,0.80979,7.32273,0.3384,1.5605,0.01986,0.9,0.44285,0.0,0.1,0.43489,0.0,0.0,0.0,0.53136,0.0,0.7008,0.0,0.0
0.0,0.01022,0.01188,0.98,0.00057,3.07698,0.89191,6.69766,0.42155,1.47017,0.01487,0.54561,0.43345,0.0,0.0912,0.46724,0.0,0.0,0.0,0.62895,0.0,0.95632,0.0,0.0
0.0,0.01664,0.0148,0.95532,0.00049,2.90926,0.88418,5.75276,0.38466,1.30219,0.01611,0.44815,0.32555,0.0,0.1393,0.39083,0.0,0.0,0.0,0.33642,0.0,0.9683,0.0,0.0
0.0,0.00835,0.01132,0.95362,0.00051,3.43489,0.80979,6.61122,0.39751,1.48434,0.01331,0.66499,0.4,0.0,0.11001,0.51917,0.0,0.0,0.0,0.63376,0.0,1.0,0.0,0.0
0.0,0.00952,0.01175,0.95291,0.00051,3.01047,0.76316,7.6482,0.47631,1.57957,0.01553,0.7,0.38276,0.0,0.095,0.44857,0.0,0.0,0.0,0.44676,0.0,1.0,0.0,0.0
0.0,0.01543,0.01504,0.91644,0.0005,3.17789,0.89875,6.55257,0.34407,1.46814,0.01733,0.45224,0.35415,0.0,0.1393,0.42944,0.0,0.0,0.0,0.32986,0.0,0.97063,0.0,0.0
0.0,0.01,0.01188,0.98,0.00054,3.29793,0.86072,6.2434,0.44706,1.24322,0.01487,0.85623,0.58159,0.0,0.08628,0.41951,0.0,0.0,0.0,0.75694,0.0,0.88486,0.0,0.0
0.0,0.01129,0.0165,0.92312,0.00049,3.90092,0.93373,6.02604,0.35792,1.5111,0.01809,0.40801,0.35415,0.0,0.13681,0.50949,0.0,0.0,0.0,0.38605,0.0,0.71605,0.0,0.0
0.0,0.01151,0.01325,0.96957,0.00052,2.89912,0.80979,6.95873,0.33257,1.67144,0.0185,0.61418,0.48592,0.0,0.09768,0.42266,0.0,0.0,0.0,0.6734,0.0,0.95111,0.0,0.0
0.0,0.01171,0.01335,0.97385,0.00051,2.85431,0.80979,7.38378,0.34817,1.62773,0.01831,0.68529,0.44925,0.0,0.08719,0.42708,0.0,0.0,0.0,0.61757,0.0,0.97685,0.0,0.0
0.0,0.01512,0.01325,0.97004,0.00049,3.30408,0.80979,7.38378,0.37168,1.53308,0.01681,0.57189,0.44032,0.0,0.06587,0.37515,0.0,0.0,0.0,0.59253,0.0,1.0,0.0,0.0
0.0,0.01381,0.01365,0.98,0.00054,4.21488,0.71776,9.0844,0.26438,1.7635,0.01809,0.61346,0.41924,0.0,0.12371,0.34952,0.0,0.0,0.0,0.49047,0.0,1.0,0.0,0.0
0.0,0.01398,0.01482,0.97996,0.00045,3.81075,0.75891,7.83477,0.35264,1.71632,0.01719,0.64897,0.41924,0.0,0.1281,0.37425,0.0,0.0,0.0,0.40042,0.0,0.94904,0.0,0.0
0.0,0.0111,0.01366,0.98,0.0005,3.48815,0.923,6.96079,0.44706,1.58015,0.01487,0.63379,0.4,0.0,0.0949,0.36422,0.0,0.0,0.0,0.62895,0.0,0.94915,0.0,0.0
0.0,0.01115,0.01,0.89636,0.00046,3.48889,0.73141,6.83934,0.38126,1.60525,0.01347,0.7048,0.47215,0.0,0.1142,0.5,0.0,0.0,0.0,0.57283,0.0,0.93698,0.0,0.0
0.0,0.0088,0.00891,0.89801,0.00053,3.12353,0.79935,7.5,0.5,1.5,0.01578,0.80802,0.40153,0.0,0.10996,0.57079,0.0,0.0,0.0,0.47679,0.0,1.0,0.0,0.0
0.0,0.01318,0.01482,0.98,0.00057,3.8019,0.76396,8.09338,0.34022,1.76568,0.01792,0.62889,0.41789,0.0,0.13765,0.33766,0.0,0.0,0.0,0.43711,0.0,0.94915,0.0,0.0
0.0,0.0145,0.0135,0.98,0.00055,3.89565,0.75451,7.26212,0.32112,1.7635,0.01921,0.68977,0.40405,0.0,0.13167,0.35289,0.0,0.0,0.0,0.42689,0.0,0.94915,0.0,0.0
0.0,0.00951,0.01188,0.91095,0.00053,2.20489,0.80979,7.51111,0.50626,1.31891,0.01611,0.62262,0.52339,0.0,0.10286,0.29743,0.0,0.0,0.0,0.64454,0.0,0.77884,0.0,0.0
0.0,0.01101,0.01803,0.98,0.00064,2.67481,0.95,7.05219,0.38295,1.5,0.01277,0.61572,0.38271,0.0,0.08578,0.37743,0.0,0.0,0.0,0.55858,0.0,0.7518,0.0,0.0
0.0,0.01597,0.01871,0.98,0.00058,3.79616,0.95,8.35712,0.35152,1.63073,0.02132,0.6724,0.38328,0.0,0.11179,0.3707,0.0,0.0,0.0,0.41853,0.0,1.0,0.0,0.0
0.0,0.01631,0.01511,0.93116,0.00047,3.24267,0.81785,6.26116,0.31167,1.26907,0.01932,0.4997,0.3263,0.0,0.1297,0.45859,0.0,0.0,0.0,0.38235,0.0,1.0,0.0,0.0
