epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,432.923,3.2311,4.14661,3.30289,0.40556,0.03449,0.02296,0.00817,2.77673,3.40574,2.73483,0.000281571,0.000281571,0.000281571
2,816.373,2.49177,2.93207,2.33689,0.23417,0.16412,0.1201,0.05475,2.35937,2.63808,2.15414,0.00050754,0.00050754,0.00050754
3,1193.55,2.24167,2.52897,2.05847,0.43726,0.21078,0.19059,0.09536,2.15032,2.26455,1.96693,0.000677726,0.000677726,0.000677726
4,1566.1,2.10127,2.31312,1.9277,0.35138,0.26307,0.23812,0.12669,2.02399,2.08132,1.83522,0.000639027,0.000639027,0.000639027
5,1938.33,2.00018,2.15977,1.82994,0.39864,0.29323,0.28478,0.15798,1.94166,1.96597,1.77398,0.000549036,0.000549036,0.000549036
6,2313.41,1.9329,2.04347,1.76955,0.43631,0.31369,0.30861,0.17719,1.89568,1.92485,1.74204,0.000459045,0.000459045,0.000459045
7,2697.56,1.88016,1.94913,1.71954,0.46176,0.32278,0.33017,0.19337,1.84907,1.86106,1.69355,0.000369054,0.000369054,0.000369054
8,3072.83,1.83667,1.87963,1.68235,0.49742,0.35529,0.36832,0.21808,1.79501,1.72969,1.6404,0.000279063,0.000279063,0.000279063
9,3445.34,1.79649,1.80971,1.65224,0.52341,0.36201,0.3887,0.23216,1.76819,1.67756,1.61022,0.000189072,0.000189072,0.000189072
10,3815.63,1.76558,1.75995,1.62358,0.53177,0.3711,0.39906,0.24153,1.75083,1.655,1.59609,9.9081e-05,9.9081e-05,9.9081e-05
