epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1262.64,0.72628,0.80402,1.09952,0.75469,0.70201,0.73377,0.55441,0.86688,0.9529,1.17409,0.000415522,0.000415522,0.000415522
2,2543.86,0.75416,0.8175,1.1157,0.77133,0.66038,0.69931,0.51746,0.94207,1.09248,1.24547,0.000667415,0.000667415,0.000667415
3,3818.94,0.76434,0.86379,1.12854,0.73133,0.68145,0.71984,0.53437,0.92252,1.02291,1.2073,0.000754309,0.000754309,0.000754309
4,5092.35,0.75844,0.84029,1.12621,0.7429,0.69983,0.73476,0.56021,0.88338,0.94986,1.18655,0.0005075,0.0005075,0.0005075
5,6357.02,0.74501,0.81755,1.11608,0.77527,0.73743,0.76109,0.58651,0.85331,0.87424,1.15441,0.00026,0.00026,0.00026
